index,summary_llmanswer,ground_truth,is_correct,Reason_1,Reason_2,Reason_3,question,llm_answer
205,A,A,1,,,,"What would you use sslstrip for? 
A. Getting plaintext traffic 
B.Removing all SSL requests 
C.Converting SSL to TLS 
D.Converting TLS to SSL","The correct answer is A.
 Sslstrip is used to get plaintext traffic. It does not remove SSL requests, though it may be used to convert an HTTPS request to an HTTP request. It does not convert SSL to TLS or TLS to SSL, and there would be no particular advantage to either of those tasks."
206,B,B,1,,,,"Why might you have problems with sslstrip? 
A. sslstrip is deprecated. 
B.sslstrip doesn’t work with newer versions of TLS. 
C.sslstrip doesn’t support TLS. 
D.sslstrip only works with Ettercap.","The correct answer is B.
 Sslstrip was released in 2009 and took advantage of problems in SSL. These problems not only existed in SSL but also continued through early versions of TLS. Newer versions of TLS don’t have the same issues, which means sslstrip won’t work with them."
207,A,A,1,,,,"What does the following line mean? Sequence number: 4361 (relative sequence number) 
A. The sequence number shown is not the real sequence number. 
B.The sequence number shown has not been incremented. 
C.The sequence number shown isn’t long enough. 
D.The sequence number shown is the acknowledgment number.","The correct answer is A.
 Wireshark presents a relative sequence number, which means the initial sequence number as far as Wireshark is concerned in presenting it to you is 1. The relative sequence number increments just as the real sequence number does. The real sequence number, which is a very large value, is hidden to make analysis easier."
208,B,B,1,,,,"What can you say about [TCP Segment Len: 35], as provided by Wireshark? 
A. The window size has changed. 
B.Wireshark has inferred this information. 
C.Wireshark extracted this from one of the headers. 
D.Wireshark has additional detail below.","The correct answer is B.
 Anything you see in Wireshark that is in square brackets [] is something Wireshark has calculated or inferred. It is not something that has been extracted directly from the packet capture. Wireshark is helping with the packet analysis."
209,C,C,1,,,,"What problem does port spanning overcome? 
A. Switches don’t support layer 3. 
B.Switches aggregate ports. 
C.Switches filter traffic. 
D.Switches are unreliable.","The correct answer is C.
 Switches filter traffic by only sending traffic destined for the MAC address associated with the port to which the system that owns the MAC address is attached. Switches are reliable. They don’t support layer 3 as switches, though there are such things as multilayer switches that include routing functionality. Either way, that’s not something that port spanning overcomes. Switches may aggregate ports, but port spanning doesn’t have anything to do with that."
210,B,B,1,,,,"What is the /etc/ettercap/etter.dns file used for? 
A. Enabling firewall rules for Ettercap 
B.Configuring hostnames to IP addresses 
C.Setting up mail for Ettercap 
D.Disabling ARP spoofing in Ettercap","The correct answer is B.
 The ipchains/iptables command to turn on redirection for Ettercap is done in a different file. In the etter.dns file is the mapping of hostnames to IP addresses as well as other DNS resource records."
211,A,A,1,,,,"You get a phone call from someone telling you they are from the IRS and they are sending the police to your house now to arrest you unless you provide a method of payment imme- diately. What tactic is the caller using? 
A. Pretexting 
B.Biometrics 
C.Smishing 
D.Rogue access","The correct answer is A.
 Biometrics is the use of a physical attribute to provide authentication. Smishing is using short message service (SMS/texting) to gather information from people. Rogue access isn’t really anything. Pretexting is coming up with a believable story that you can use when trying to perform a social engineering attack on someone."
212,C,C,1,,,,"You are working on a red-team engagement. Your team leader has asked you to use baiting as a way to get in. What are you being asked to do? 
A. Make phone calls 
B.Clone a website 
C.Leave USB sticks around 
D.Spoof an RFID ID","The correct answer is C.
 Baiting is leaving a lure out in order to gather targets. You could use USB sticks or CDs around as bait if they had software on them that would run and “infect” the target system in a way that would give you control over them. While all of the other options are related to social engineering, none of them is called baiting."
213,B,B,1,,,,"Which of the social engineering principles is in use when you see a line of people at a ven- dor booth at a security conference waiting to grab free USB sticks and CDs? 
A. Reciprocity 
B.Social proof 
C.Authority 
D.Scarcity","The correct answer is B.
 Social proof is in use when it appears to be okay to engage in a behavior because you see others engaging in it. When people see a line of others waiting to grab USB sticks, in spite of knowing they shouldn’t trust USB sticks, they may be inclined to lower their defenses. There is no reciprocity or authority here. There may eventually be scarcity, but that’s not what would drive people to stand in line to acquire a potentially dangerous item."
214,D,D,1,,,,"What is a viable approach to protecting against tailgaiting? 
A. Biometrics 
B.Badge access 
C.Phone verification 
D.Man traps","The correct answer is D.
 Biometrics and badge access are forms of physical access control. Phone verification could possibly be used as a way of verifying identity, but it won’t protect against tailgating. A man trap, however, will protect against tailgating because a man trap allows only one person in at a time."
215,B,B,1,,,,"Why would you use wireless social engineering? 
A. To send phishing messages 
B.To gather credentials 
C.To get email addresses 
D.To make phone calls","The correct answer is B.
 Especially in enterprises, there is generally some authentication that happens. This could be in the form of a pre-shared key or a username/password combination. Either way, when you are using social engineering of wireless networks, you are probably attempting to gather credentials to gain access to sites. It’s unlikely you’d use this vector for sending phishing messages or getting email addresses, and it wouldn’t be used to make phone calls."
216,D,D,1,,,,"Which social engineering principle may allow a phony call from the help desk to be effective? 
A. Social proof 
B.Imitation 
C.Scarcity 
D.Authority","The correct answer is D.
 While you might be imitating someone, imitation is not a social engineering principle. Neither social proof nor scarcity are at play in this situation. However, if you are calling from the help desk, you may be considered to be in a position of authority."
217,B,B,1,,,,"Why would you use automated tools for social engineering attacks? 
A. Better control over outcomes 
B.Reduce complexity 
C.Implement social proof 
D.Demonstrate authority","The correct answer is B.
 It’s debatable whether you get better control over outcomes executing your attacks manually. You would not be implementing social proof or demonstrating authority using an automated attack any more than if you did it manually. You would be reducing complexity, though, since doing it manually means you would be setting up and controlling multiple moving pieces. This gets to be complex, and the attack would fail if you didn’t get it just right."
218,A,A,1,,,,"What social engineering vector would you use if you wanted to gain access to a building? 
A. Impersonation 
B.Scarcity 
C.Vishing 
D.Smishing","The correct answer is A.
 Vishing and smishing are non-kinetic approaches to social engineering. Scarcity is not a social engineering vector. Impersonation is a social engineering vector and the one used to gain unauthorized access to a facility."
219,C,C,1,,,,"Which of these would be an example of pretexting? 
A. Web page asking for credentials 
B.A cloned badge 
C.An email from a former co-worker 
D.Rogue wireless access point","The correct answer is C.
 If you sent an email posing as a former co-worker, you could be implementing a couple of different social engineering principles. Because you have a story and a means to collect information fraudulently, you are using pretexting. The other attacks are also social engineering, but they are not pretexting."
220,C,C,1,,,,"What tool could you use to clone a website? 
A. httclone 
B.curl-get 
C.wget 
D.wclone","The correct answer is C.
 wget is the only one of these options that is a legitimate program, and it can be used to clone a website."
221,B,B,1,,,,"How would someone keep a baiting attack from being successful? 
A. Disable Registry cloning. 
B.Disable autorun. 
C.Epoxy external ports. 
D.Don’t browse the Internet.","The correct answer is B.
 While some people do epoxy USB ports to prevent USB sticks from being inserted, it’s not a good approach and wouldn’t necessarily keep a baiting attack from working if the bait is a CD-ROM. Browsing the Internet is common and no longer doing that won’t protect you against baiting. Registry cloning isn’t really a thing in this context. Disabling autorun would keep any malicious software from running automatically from external devices."
222,D,D,1,,,,"What statistic are you more likely to be concerned about when thinking about implement- ing biometrics? 
A. False positive rate 
B.False negative rate 
C.False failure rate 
D.False acceptance rate","The correct answer is D.
 A false acceptance rate measures how often a biometric system allows unauthorized users access to a facility or area. A false failure (or reject) rate is inconvenient, and some organizations may consider that to be an issue, especially if it’s very high. However, a high false accept rate is probably more concerning because you are allowing people who are really unauthorized to have access. The other two are not statistics that are measured; though they correlate to the others, they are not called false positive rate or false negative rate."
223,A,A,1,,,,"Which of these forms of biometrics is least likely to give a high true accept rate while mini- mizing false reject rates? 
A. Voiceprint 
B.Iris scanning 
C.Retinal scanning 
D.Fingerprint scanning","The correct answer is A.
 Voiceprint identification is the least reliable of these options. As a result, it would be the most likely to give you a high false reject rate, which would lower the true accept rate."
224,D,D,1,,,,"What attack can a proximity card be susceptible to? 
A. Tailgating 
B.Phishing 
C.Credential theft 
D.Cloning","The correct answer is D.
 A proximity card could enable tailgating, but it’s not the only thing—a key could enable tailgating as well. Technically, it’s not the card that allows tailgating anyway. It’s the way the doors are configured and implemented. Phishing is unrelated, and technically, credential theft is as well. Proximity cards, particularly if they use RFID tags, are susceptible to cloning."
225,C,C,1,,,,"Which form of biometrics scans a pattern in the area of the eye around the pupil? 
A. Retinal scanning 
B.Fingerprint scanning 
C.Iris scanning 
D.Uvea scanning","The correct answer is C.
 While the retina and the uvea are also parts of the eye, neither of them encloses the pupil and can be used as a means of identification. Fingerprints are not part of the eye."
226,A,A,1,,,,"What would the result of a high false failure rate be? 
A. People having to call security 
B.Unauthorized people being allowed in 
C.Forcing the use of a man trap 
D.Reduction in the use of biometrics","The correct answer is A.
 A false acceptance rate would be allowing unauthorized people in. If you are an authorized person but your biometric scanner isn’t working reliably and rejects you, you may need to call security or someone else to let you into the building. Neither of the other two would be a result of a high false failure rate. They may be solutions to other problems, but not a high false failure rate."
227,B,B,1,,,,"You’ve received a text message from an unknown number that is only five digits long. It doesn’t have any text, just a URL. What might this be an example of? 
A. Vishing 
B.Smishing 
C.Phishing 
D.Impersonation","The correct answer is B.
 Smishing is short message phishing, which means someone is sending a text message, attempting to fraudulently gather information. Vishing is a phone call (voice). Phishing can be an overall term but commonly refers to email. Impersonation is more of a physical approach."
228,A,A,1,,,,"What is an advantage of a phone call over a phishing email? 
A. You are able to go into more detail with pretexting. 
B.Phishing attacks are unreliable. 
C.Not everyone has email but everyone has a phone. 
D.Pretexting only works over the phone.","The correct answer is A.
 Pretexting can work over email just as well as via a phone call. It may be more common for people to have email than a phone, especially a company-owned landline. Phishing attacks are very successful, which is why they are so commonly used. With a phone call, though, you could go into more detail and address questions or concerns as they arise. You could include additional layers that you couldn’t with an email since you could never be sure if your email was read, or deleted, or caught in a filter."
229,B,B,1,,,,"What is the web page you may be presented with when connecting to a wireless access point, especially in a public place? 
A. Credential harvester 
B.Captive portal 
C.Wi-Fi portal 
D.Authentication point","The correct answer is B.
 The captive portal is the page that is opened when you connect to a public access point. None of the other answers are real things."
230,C,C,1,,,,"What tool could you use to generate email attacks as well as wireless attacks? 
A. Meterpreter 
B.wifiphisher 
C.SE Toolkit 
D.Social Automator","The correct answer is C.
 You may end up with a Meterpreter interface to a remote system, but it wouldn’t be used to generate the attacks. wifiphisher is only used for Wi-Fi–based attacks and Social Automator doesn’t exist. The Social-Engineer Toolkit (SE Toolkit) could be used to automate email attacks as well as wireless attacks."
231,D,D,1,,,,"What are the two types of wireless networks? 
A. Star and ring 
B.Bus and hybrid 
C.Infrastructure and hybrid 
D.Infrastructure and ad hoc","The correct answer is D.
 An infrastructure wireless network is one that uses an access point. An ad hoc wireless network is one organized by the participants. These are the two types of wireless networks. Star, ring, bus, and hybrid are all wired topologies."
232,B,B,1,,,,"How many stages are used in the WPA handshake? 
A. Two 
B.Four 
C.Three 
D.One","The correct answer is B.
 There are four stages used in a WPA handshake. This four-stage process is used to derive the key and agree on capabilities."
233,B,B,1,,,,"What mode has to be enabled on a network interface to allow all headers in wireless traffic to be captured? 
A. Promiscuous 
B.Monitor 
C.Radio 
D.Wireless LAN","The correct answer is B.
 Promiscuous mode is used on network interfaces to collect frames that are not destined for the network interface. This is insufficient on a wireless network because the radio headers are not captured. To capture radio headers, monitor mode needs to be enabled in addition to the promiscuous mode that will always be set to get all frames and all information from the frame. Only monitor mode gives the radio headers."
234,C,C,1,,,,"What wireless attack would you use to take a known piece of information in order to be able to decrypt wireless traffic? 
A. Sniffing 
B.Deauthentication 
C.Key reinstallation 
D.Evil twin","The correct answer is C.
 Sniffing can be used to collect information that may be needed to launch wireless attacks. A deauthentication attack can be used to force a station to generate traffic. An evil twin attack uses a rogue access point to pretend to be a legitimate network. In order to decrypt network traffic, you would need the key. One way to get the key is to reuse information from network traffic that generated a known key. This is a key reinstallation attack."
235,C,C,1,,,,"What is the purpose of performing a Bluetooth scan? 
A. Identifying open ports 
B.Identifying available profiles 
C.Identifying endpoints 
D.Identifying vendors","The correct answer is C.
 Bluetooth doesn’t use ports. While profiles are important, you get the profile capabilities during the pairing process. Just performing a scan won’t get you a list of supported profiles. While you should be able to identify vendors as part of the process of running a Bluetooth scan, it’s not the purpose of the scan. The purpose is to identify endpoints and their associated addresses so you can run other attacks on them."
236,B,B,1,,,,"What is the purpose of a deauthentication attack? 
A. Disabling stations 
B.Forcing stations to reauthenticate 
C.Reducing the number of steps in the handshake 
D.Downgrading encryption","The correct answer is B.
 The purpose of a deauthentication attack is to force stations to reauthenticate. This allows the attacker to collect information from the authentication and handshake. This information could be used later to potentially derive the key, as in WEP transmissions. A deauthentication attack doesn’t disable stations. There is no way to reduce the number of steps in a handshake, and downgrading encryption is considerably harder, if it’s possible at all."
237,A,A,1,,,,"What is the policy that allows people to use their own smartphones on the enterprise network? 
A. Bring your own device 
B.Use your own device 
C.Bring your own smart device 
D.Use your own smart device","The correct answer is A.
 Bring your own device (BYOD) is a policy that allows employees to use their own devices on an enterprise network. This opens the door to the potential for attacks from unknown and unexpected devices. None of the other answers are real things."
238,C,C,1,,,,"What part of the encryption process was weak in WEP? 
A. Keying 
B.Diffie-Hellman 
C.Initialization vector 
D.Seeding vector","The correct answer is C.
 The initialization vector is a random value that seeds the key used for encryption and decryption. In WEP, the algorithm specified for the initialization vector yielded non- random, predictable values. While the initialization vector is part of keying, it’s not the keying itself that was weak. Seeding vector is not a real thing, and Diffie-Hellman is a process used to derive and exchange keys securely. It’s not part of WEP."
239,B,B,1,,,,"What is the four-stage handshake used for? 
A. Passing keys 
B.Deriving keys 
C.Encrypting messages 
D.Initialization seeding","The correct answer is B.
 The four-stage handshake is used to authenticate stations against wireless networks. As part of the handshake, encryption keys are generated. Keys are derived on both sides of the transaction rather than being exchanged directly. This is handled during the four-way handshake. Keys are not passed. Messages can’t be encrypted until the four-way handshake is complete and the keys are generated. There is no such thing as initialization seeding."
240,C,C,1,,,,"What is the SSID used for? 
A. Encrypting messages 
B.Providing a MAC address 
C.Identifying a network 
D.Seeding a key","The correct answer is C.
 The service set identifier (SSID) is used to identify a network. It is the name of the network you would select when you were trying to connect to a network. The SSID is not the MAC address, and it has nothing to do with keys or encryption."
241,D,D,1,,,,"What kind of access point is being used in an evil twin attack? 
A. Infrastructure 
B.Ad hoc 
C.WPA 
D.Rogue","The correct answer is D.
 Ad hoc and infrastructure are types of wireless networks. Only infrastructure uses access points, but infrastructure is not a type of access point. WPA is an encryption protocol. A rogue access point, meaning one that isn’t legitimate, is used in an evil twin attack by pretending to be a legitimate access point."
242,B,B,1,,,,"How does an evil twin attack work? 
A. Phishing users for credentials 
B.Spoofing an SSID 
C.Changing an SSID 
D.Injecting four-way handshakes","The correct answer is B.
 An evil twin attack uses an access point masquerading as the point of connection for stations trying to connect to a legitimate wireless network. Stations reach out to make connections to this access point masquerading as another access point. While you may phish for credentials as part of an evil twin attack, credential phishing is not how evil twin attacks work. SSIDs don’t get changed as part of an evil twin attack, meaning no SSID that exists will become another SSID.
 Injecting four-way handshakes won’t do much, since four- way assumes both ends are communicating, so the injection of a full communication stream will get ignored."
243,C,C,1,,,,"What method might you use to successfully get malware onto a mobile device? 
A. Using the Apple Store or Google Play store 
B.Using external storage on an Android 
C.Using a third-party app store 
D.Jailbreaking","The correct answer is C.
 The Apple App Store and the Google Play Store are controlled by Apple and Google. It’s not impossible to get malware onto mobile devices through them, but it’s very difficult because apps get run through a vetting process. While some Android devices will support external storage, it’s not an effective way to get malware onto a smartphone or other mobile device. Jailbreaking can lead to malware being installed, but it’s not the means to get malware onto a mobile device. Third-party app stores can be a good means to get malware onto mobile devices because some third-party app stores don’t vet apps that are submitted."
244,B,B,1,,,,"What would you use a bluebugging attack for? 
A. Identifying Bluetooth devices nearby 
B.Listening to a physical space 
C.Enabling a phone’s camera 
D.Gathering data from a target system","The correct answer is B.
 A bluebugging attack is used to gain access to a smartphone in order to initiate a call out to the attacker’s phone. This allows the attacker to listen to anything happening around the phone owner. Scanning is used to identify Bluetooth devices nearby. There is no particular attack used to enable a phone’s camera. Gathering data from a target device or system is bluesnarfing."
245,A,A,1,,,,"What would a signal range for a Bluetooth device commonly be? 
A. 300 ft. 
B.3,000 ft. 
C.75 ft. 
D.500 ft.","The correct answer is A.
 While there are Bluetooth devices that will transmit much further, a common range is about 300 feet (100 meters) for Bluetooth 4.0."
246,D,D,1,,,,"What tool could you use to enable sniffing on your wireless network to acquire all headers? 
A. Ettercap 
B.Tcpdump 
C.Aircrack-ng 
D.Airmon-ng","The correct answer is D.
 Tcpdump can be used to capture frames/packets. Ettercap is used for captures and spoofing attacks. Neither can capture all headers, including radio headers in a wireless network. The package aircrack-ng includes the program airmon-ng, which can turn on monitor mode on a network interface. The program aircrack-ng itself cannot do that."
247,B,B,1,,,,"Why is bluesnarfing potentially more dangerous than bluejacking from the standpoint of the victim? 
A. Bluejacking sends while bluesnarfing receives. 
B.Bluejacking receives while bluesnarfing sends. 
C.Bluejacking installs keyloggers. 
D.Bluesnarfing installs keyloggers.","The correct answer is B.
 Bluesnarfing is an attack that connects to a Bluetooth device in order to grab data from that device. Bluesnarfing sends data to the attacker. Bluejacking can be used to send information to a Bluetooth device, such as a text message. Neither of these attacks install keyloggers."
248,C,C,1,,,,"What tool would allow you to run an evil twin attack? 
A. Wireshark 
B.Ettercap 
C.Wifiphisher 
D.Aircrack-ng","The correct answer is C.
 Wireshark is used to capture packets/frames from a network. Ettercap is used for spoofing attacks. The program aircrack-ng can be used to crack wireless keys. Wifiphisher, though, can be used to set up an evil twin attack."
249,B,B,1,,,,"What types of authentication are allowed in a WPA-encrypted network? 
A. Handshake and personal 
B.Personal and enterprise 
C.Enterprise and handshake 
D.802.11 and personal","The correct answer is B.
 WPA supports both Personal and Enterprise authentication. Personal authentication makes use of a pre-shared key, while Enterprise authentication uses usernames and passwords to authenticate specific users, providing accounting and access control, meaning we know exactly who has connected to the network."
250,D,D,1,,,,"What wouldn’t you see when you capture wireless traffic that includes radio headers? 
A. Capabilities 
B.Probe requests 
C.SSIDs 
D.Network type","The correct answer is D.
 Radio headers in a wireless network will provide you with the capabilities of the devices, since that’s negotiated during the association process. You will also see probe requests asking what networks are in the area, including specific networks that a station knows about. These requests will include the SSID.
 The responses will also include the SSID.
 You will not get the network type in the headers."
251,B,B,1,,,,"What protocol is used for a Smurf attack? 
A. DNS 
B.ICMP 
C.TCP 
D.SMTP","The correct answer is B.
 While DNS is also used for amplification attacks, Smurf attacks are a result of someone sending ICMP echo requests to the broadcast address of a network. The echo responses would be sent to the address in the source of the request, which would be spoofed. If enough systems respond, the volume of responses can overwhelm the target system."
252,C,C,1,,,,"If you were to see ' or 1=1; in a packet capture, what would you expect was happening? 
A. Cross-site scripting 
B.Command injection 
C.SQL injection 
D.XML external entity injection","The correct answer is C.
 An SQL injection attack makes use of SQL queries, which can include logic that may alter the flow of the application. In the example provided, the intent is to force the result of the SQL query to always return a true. It is quoted the way it is to escape the existing query already in place in the application. None of the other attacks use a syntax that looks like the example."
253,C,C,1,,,,"Which protocol is commonly used for amplification attacks? 
A. TCP 
B.SMTP 
C.DNS 
D.XML","The correct answer is C.
 Because TCP uses a three-way handshake, spoofing like that needed in amplification is very difficult. SMTP also uses TCP. XML is used for data structure and presentation. DNS is often used for modern amplification attacks."
254,A,A,1,,,,"What is the purpose of a SYN flood? 
A. Fill up connection buffers at the operating system 
B.Fill up connection buffers in the web server 
C.Fill up connection buffers at the Application layer 
D.Fill up connection buffers for UDP","The correct answer is A.
 A SYN flood takes advantage of the three-way handshake. A SYN message alone will consume a connection buffer at the operating system. Until the operating system has passed the three-way handshake, the request won’t make it to the web server at the Application layer. SYN is not a header flag used with UDP."
255,B,B,1,,,,"How does a slowloris attack work? 
A. Holds open connection buffers at the operating system 
B.Holds open connection buffers at the web server 
C.Holds open connection buffers at the Application layer 
D.Holds open connection buffers for UDP","The correct answer is B.
 A slowloris attack is used to hold open connection buffers at the web server. Enough of these requests will consume all of the possible connections for the web server. The Application layer doesn’t factor in here because there are no connection buffers at the Application layer. Web servers don’t use UDP for HTTP requests, and slowloris is an attack against a web server."
256,C,C,1,,,,"What would be the result of sending the string AAAAAAAAAAAAAAAAA into a variable that has been allocated space for 8 bytes? 
A. Heap spraying 
B.SQL injection 
C.Buffer overflow 
D.Slowloris attack","The correct answer is C.
 Heap spraying uses dynamically allocated space to store attack code. A slowloris attack is used to hold open web server connection buffers. An SQL injection will be used to inject SQL queries to the database server. A buffer overflow sends more data than space has been allocated for into the application."
257,D,D,1,,,,"What is the target of a cross-site scripting attack? 
A. Web server 
B.Database server 
C.Third-party server 
D.User","The correct answer is D.
 A cross-site scripting attack uses a scripting language to run in the browser. Since the browser is with the user, ultimately the attack targets the user, even if the injection code is stored in a database server."
258,D,D,1,,,,"If you were to see the following in a packet capture, what would you think was happening? <!ENTITY xxe SYSTEM ""file:///etc/passwd"" >]> 
A. Cross-site scripting 
B.SQL injection 
C.Command injection 
D.XML external entity injection","The correct answer is D.
 Cross-site scripting attacks usually use JavaScript or perhaps VBScript. SQL injection uses SQL. Command injection uses operating system commands. The fragment shows XML using an external entity. This is, then, an XML external entity injection."
259,B,B,1,,,,"What protection could be used to prevent an SQL injection attack? 
A. Buffer overflows 
B.Input validation 
C.XML filtering 
D.Lateral movement","The correct answer is B.
 SQL injection attacks take data injected from the user/attacker. Any data sent in from a user should always be validated before being acted on. Nothing coming in from a user should be trusted. None of the other answers could be used to prevent an SQL injection attack."
260,A,A,1,,,,"What security element would be a crucial part of a defense in depth network design? 
A. Firewall 
B.SIEM 
C.Web application firewall 
D.Log management system","The correct answer is A.
 A defense in depth network design makes use of multiple prevention layers to make breaching the inside of the network quite a bit harder. A SIEM is used to collect and correlate intelligence and log data. A web application firewall protects against Application layer attacks. A log management system is just what it says. A firewall, though, is commonly used in a defense in depth network design."
261,A,A,1,,,,"What does a defense in breadth approach add? 
A. Consideration for a broader range of attacks 
B.Protection against SQL injection 
C.Buffer overflow protection 
D.Heap spraying protection","The correct answer is A.
 Defense in breadth starts with defense in depth and takes a broader range of attack strategies into consideration. Defense in breadth doesn’t necessarily protect against SQL injection and probably doesn’t protect against buffer overflows or heap spraying attacks. Those protections may possibly be achieved, but ultimately defense in breadth would achieve them by taking a broader range of attacks into consideration."
262,C,C,1,,,,"What attack injects code into dynamically allocated memory? 
A. Buffer overflow 
B.Cross-site scripting 
C.Heap spraying 
D.Slowloris","The correct answer is C.
 A buffer overflow attack is an attack against data in the stack, which is known about at compile time and, as a result, is not dynamic. Cross-site scripting attacks and slowloris attacks don’t inject code into memory. A heap spraying attack, though, injects code into the heap, which is where dynamically allocated memory is taken from."
263,C,C,1,,,,"If you were to see the following in a packet capture, what attack would you expect is happening? %3Cscript%3Ealert('wubble');%3C/script%3E 
A. SQL injection 
B.Command injection 
C.Cross-site scripting 
D.Buffer overflow","The correct answer is C.
 A buffer overflow takes an excess amount of data and tries to store it into a memory location that can’t accommodate it. An SQL injection attack uses SQL. Command injection attacks use operating system commands. A cross-site scripting attack uses a scripting language such as JavaScript or VBScript. The script is injected using a <script> HTML tag, and the %3C is a way of encoding < while %3E is a way of encoding >. This means %3Cscript%3E would be decoded to <script>."
264,B,B,1,,,,"What has been done to the following string? %3Cscript%3Ealert('wubble');%3C/script%3E 
A. Base64 encoding 
B.URL encoding 
C.Encryption 
D.Cryptographic hashing","The correct answer is B.
 Base64 encoding takes non-printable characters and encodes them in a way that they can be rendered in text. Encryption would generally render text unreadable to people. A cryptographic hash is a way of generating a fixed-length value. URL encoding takes text and uses hexadecimal values to represent the characters. This is text that has been converted into hexadecimal so they can be used in a URL."
265,D,D,1,,,,"What technique does a slow read attack use? 
A. Small HTTP header requests 
B.Small HTTP body requests 
C.Small HTTP POST requests 
D.Small file retrieval requests","The correct answer is D.
 A slowloris attack uses small HTTP requests to hold open a web server’s available connections. There are attacks that use body requests in a slow fashion. However, a slow read attack tries to download"
266,D,D,1,,,,"What element could be used to facilitate log collection, aggregation, and correlation? 
A. Log manager 
B.Firewall 
C.IDS 
D.SIEM","The correct answer is D.
 While a firewall and an IDS will generate logs, they don’t collect them. A log manager will collect logs and perhaps aggregate them, but it probably doesn’t correlate log messages. A SIEM, though, will consume logs, aggregate them, and correlate them."
267,A,A,1,,,,"What is the target of a command injection attack? 
A. Operating system 
B.Web server 
C.Database server 
D.User","The correct answer is A.
 A command injection sends operating system commands into a web application so they can be run by the operating system. The web server (meaning the web server application) is not the target of the command injection, nor is the database server or the user."
268,C,C,1,,,,"What would the Low Orbit Ion Cannon be used for? 
A. SQL injection attacks 
B.Log management 
C.Denial of service attacks 
D.Buffer overflows","The correct answer is C.
 The Low Orbit Ion Cannon is a .NET-based application used to launch denial of service attacks. It is not used for log management or SQL injection attacks, nor is it used for buffer overflows."
269,B,B,1,,,,"What could you use to inform a defensive strategy? 
A. SIEM output 
B.Attack life cycle 
C.Logs 
D.Intrusion detection system","The correct answer is B.
 SIEM output is useful and may have some value in understanding current attacks. The same is true with logs and intrusion detection systems. However, the attack life cycle is a structured way to understand how attacks happen in order to better inform a defensive strategy so controls can be implemented for each of the phases of the attack."
270,C,C,1,,,,"What information does a buffer overflow intend to control? 
A. Stack pointer 
B.Frame pointer 
C.Instruction pointer 
D.Buffer pointer","The correct answer is C.
 The stack pointer indicates where the stack is in memory. The frame pointer indicates which part of the stack is being used for the current frame. There is no buffer pointer from the perspective of the operating system, though applications do use pointers and they do point to buffers. An instruction pointer tells the processor where the next instruction to be executed is. Controlling this piece of information can allow the attacker to control the execution flow of the program."
271,C,C,1,,,,"With a rotation of 4, what does erwaiv decrypt to? 
A. waive 
B.wave 
C.answer 
D.decrypt","The correct answer is C.
 This is a rotation cipher with a key of 4. When you rotate the alphabet by 4, you end up with e = a, r = n, w = s, and so on. In addition to not being the right decryption, none of the others have the correct number of letters. In a substitution cipher like a rotation cipher, you will always have the same number of letters in the output as you do in the input."
272,B,B,1,,,,"What do you call a message before it is encrypted? 
A. Text 
B.Plain text 
C.Bare words 
D.Bare text","The correct answer is B.
 In cryptography, any data or message that is in an unencrypted state is called plaintext. The output from a cryptographic process is ciphertext. While you may have text as input to an encryption process, the word text would be ambiguous in this context. The other two are unrelated to cryptography."
273,C,C,1,,,,"What does PGP use to verify identity? 
A. Central authority 
B.Web of users 
C.Web of trust 
D.Central trust authority","The correct answer is C.
 Where certificate authorities use a centralized mechanism for verification of users or certificate subjects, PGP uses a decentralized model. PGP calls this a web of trust, where individual users sign keys that belong to other people to validate that they are who they say they are. All of the other answers are made-up terms."
274,A,A,1,,,,"What principle is used to demonstrate that a signed message came from the owner of the key that signed it? 
A. Non-repudiation 
B.Non-verifiability 
C.Integrity 
D.Authority","The correct answer is A.
 Integrity is part of the CIA triad but isn’t the principle that ties a signed message back to the subject of the signing certificate. Non-verifiability is nonsense, and authority isn’t relevant here. Instead, non-repudiation means someone can’t say they didn’t send a message if it was signed with their key. This assumes the key was in their possession and password protected, meaning no one else could use it."
275,C,C,1,,,,"What is Diffie-Hellman used for? 
A. Key management 
B.Key isolation 
C.Key exchange 
D.Key revocation","The correct answer is C.
 Certificates can be revoked but that’s not what Diffie-Hellman is used for. Key management is a much broader topic than key exchange, which is what Diffie-Hellman is used for. It is a process that allows two parties to an encrypted conversation to mutually derive the same key starting with the same base value."
276,D,D,1,,,,"How did 3DES improve on DES? 
A. Made the key longer 
B.Used two keys 
C.Changed algorithms 
D.Used three keys","The correct answer is D.
 3DES, or Triple DES, uses three keys. The first key is used to encrypt the plaintext. The second key is used to decrypt the ciphertext resulting from the first round of encryption. Finally, the third key is used to encrypt the ciphertext that resulted from the decryption with the second key. The key wasn’t made longer because the 168 bits used in 3DES aren’t used in a single key. The underlying DES algorithm is still used."
277,A,A,1,,,,"What improvement does elliptic curve cryptography make? 
A. Smaller keys improve speed 
B.Algorithm is more complex 
C.Doesn’t use factoring, which is better 
D.Longer keys","The correct answer is A.
 Algorithms used for elliptic curve cryptography are not more complex, necessarily. While they don’t use factoring, that fact alone doesn’t necessarily make the algorithms better. Instead, elliptic curve cryptography relies on the assumption that determining a discrete logarithm of a point on an elliptic curve can’t be computed in a consistent way. The keys that result from elliptic key cryptography are actually smaller than those that result from factoring with large prime numbers."
